,Unnamed: 0,+/-,3PA,3PM,AST,BLK,DKPoints,DREB,FGA,FGM,FTA,FTM,MIN,OREB,PF,PTS,REB,STL,TO,game_id,player,team,away_team_losses,away_team_wins,date,home_team,home_team_losses,home_team_score,home_team_wins,visit_team,visit_team_score,Home
1802,1802,-7.0,3.0,1.0,1.0,0.0,11.75,0.0,6.0,2.0,0.0,0.0,30.0,1.0,4.0,5.0,1.0,2.0,1.0,400827981.0,Richard Jefferson,Cleveland Cavaliers,4,3,2015-11-08 00:00:00,Cleveland Cavaliers,1,101,6,Indiana Pacers,97,1
1803,1803,1.0,3.0,0.0,4.0,0.0,41.5,6.0,23.0,10.0,14.0,9.0,35.0,0.0,0.0,29.0,6.0,0.0,2.0,400827981.0,LeBron James,Cleveland Cavaliers,4,3,2015-11-08 00:00:00,Cleveland Cavaliers,1,101,6,Indiana Pacers,97,1
1938,1938,-1.0,1.0,1.0,2.0,1.0,24.5,2.0,7.0,7.0,0.0,0.0,25.0,0.0,2.0,15.0,2.0,1.0,1.0,400827985.0,Allen Crabbe,Portland Trail Blazers,1,5,2015-11-08 00:00:00,Portland Trail Blazers,3,103,4,Detroit Pistons,120,1
1937,1937,-2.0,2.0,1.0,2.0,0.0,13.25,3.0,3.0,1.0,0.0,0.0,22.0,2.0,4.0,3.0,5.0,1.0,3.0,400827985.0,Maurice Harkless,Portland Trail Blazers,1,5,2015-11-08 00:00:00,Portland Trail Blazers,3,103,4,Detroit Pistons,120,1
1797,1797,,,,,,,,,,,,,,,,,,,400827981.0,Solomon Hill,Indiana Pacers,4,3,2015-11-08 00:00:00,Cleveland Cavaliers,1,101,6,Indiana Pacers,97,0
1489,1489,,,,,,,,,,,,,,,,,,,400827984.0,Sonny Weems,Phoenix Suns,4,3,2015-11-08 00:00:00,Oklahoma City Thunder,3,124,4,Phoenix Suns,103,0
837,837,-7.0,2.0,0.0,2.0,0.0,7.75,1.0,4.0,1.0,0.0,0.0,15.0,0.0,1.0,2.0,1.0,1.0,1.0,400827983.0,Patrick Patterson,Toronto Raptors,2,5,2015-11-08 00:00:00,Miami Heat,3,96,4,Toronto Raptors,76,0
1501,1501,,,,,,,,,,,,,,,,,,,400827984.0,Nick Collison,Oklahoma City Thunder,4,3,2015-11-08 00:00:00,Oklahoma City Thunder,3,124,4,Phoenix Suns,103,1
1500,1500,7.0,3.0,2.0,2.0,1.0,31.0,0.0,9.0,6.0,6.0,5.0,25.0,0.0,3.0,19.0,0.0,3.0,0.0,400827984.0,Dion Waiters,Oklahoma City Thunder,4,3,2015-11-08 00:00:00,Oklahoma City Thunder,3,124,4,Phoenix Suns,103,1
852,852,20.0,1.0,0.0,1.0,0.0,17.75,4.0,8.0,3.0,4.0,3.0,32.0,1.0,2.0,9.0,5.0,1.0,2.0,400827983.0,Justise Winslow,Miami Heat,2,5,2015-11-08 00:00:00,Miami Heat,3,96,4,Toronto Raptors,76,1
1502,1502,,,,,,,,,,,,,,,,,,,400827984.0,Anthony Morrow,Oklahoma City Thunder,4,3,2015-11-08 00:00:00,Oklahoma City Thunder,3,124,4,Phoenix Suns,103,1
853,853,18.0,1.0,0.0,6.0,1.0,29.25,7.0,8.0,3.0,3.0,3.0,25.0,0.0,3.0,9.0,7.0,1.0,3.0,400827983.0,Mario Chalmers,Miami Heat,2,5,2015-11-08 00:00:00,Miami Heat,3,96,4,Toronto Raptors,76,1
854,854,14.0,2.0,2.0,1.0,0.0,15.75,3.0,5.0,4.0,0.0,0.0,23.0,0.0,4.0,10.0,3.0,0.0,1.0,400827983.0,Tyler Johnson,Miami Heat,2,5,2015-11-08 00:00:00,Miami Heat,3,96,4,Toronto Raptors,76,1
1499,1499,-5.0,2.0,0.0,4.0,0.0,14.25,1.0,2.0,0.0,4.0,2.0,14.0,0.0,0.0,2.0,1.0,3.0,2.0,400827984.0,D.J. Augustin,Oklahoma City Thunder,4,3,2015-11-08 00:00:00,Oklahoma City Thunder,3,124,4,Phoenix Suns,103,1
1498,1498,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,400827984.0,Cameron Payne,Oklahoma City Thunder,4,3,2015-11-08 00:00:00,Oklahoma City Thunder,3,124,4,Phoenix Suns,103,1
1496,1496,-11.0,3.0,0.0,0.0,0.0,6.5,4.0,5.0,1.0,1.0,0.0,15.0,0.0,2.0,2.0,4.0,0.0,1.0,400827984.0,Kyle Singler,Oklahoma City Thunder,4,3,2015-11-08 00:00:00,Oklahoma City Thunder,3,124,4,Phoenix Suns,103,1
1495,1495,-15.0,0.0,0.0,0.0,0.0,5.25,2.0,3.0,1.0,2.0,1.0,11.0,1.0,3.0,3.0,3.0,0.0,3.0,400827984.0,Mitch McGary,Oklahoma City Thunder,4,3,2015-11-08 00:00:00,Oklahoma City Thunder,3,124,4,Phoenix Suns,103,1
1494,1494,15.0,1.0,0.0,0.0,1.0,16.5,4.0,7.0,3.0,2.0,1.0,23.0,2.0,2.0,7.0,6.0,0.0,0.0,400827984.0,Andre Roberson,Oklahoma City Thunder,4,3,2015-11-08 00:00:00,Oklahoma City Thunder,3,124,4,Phoenix Suns,103,1
1493,1493,26.0,3.0,0.0,13.0,0.0,56.5,2.0,20.0,9.0,4.0,3.0,34.0,4.0,3.0,21.0,6.0,4.0,2.0,400827984.0,Russell Westbrook,Oklahoma City Thunder,4,3,2015-11-08 00:00:00,Oklahoma City Thunder,3,124,4,Phoenix Suns,103,1
1492,1492,12.0,0.0,0.0,1.0,5.0,23.75,2.0,6.0,3.0,1.0,1.0,20.0,3.0,1.0,7.0,5.0,0.0,2.0,400827984.0,Steven Adams,Oklahoma City Thunder,4,3,2015-11-08 00:00:00,Oklahoma City Thunder,3,124,4,Phoenix Suns,103,1
1491,1491,32.0,5.0,2.0,4.0,0.0,59.25,11.0,19.0,12.0,7.0,6.0,32.0,0.0,2.0,32.0,11.0,3.0,2.0,400827984.0,Kevin Durant,Oklahoma City Thunder,4,3,2015-11-08 00:00:00,Oklahoma City Thunder,3,124,4,Phoenix Suns,103,1
1497,1497,9.0,0.0,0.0,1.0,1.0,32.25,4.0,10.0,9.0,3.0,3.0,28.0,3.0,5.0,21.0,7.0,0.0,2.0,400827984.0,Enes Kanter,Oklahoma City Thunder,4,3,2015-11-08 00:00:00,Oklahoma City Thunder,3,124,4,Phoenix Suns,103,1
2578,2578,-9.0,5.0,1.0,3.0,1.0,31.0,6.0,11.0,4.0,0.0,0.0,31.0,0.0,6.0,9.0,6.0,5.0,5.0,400827988.0,Kent Bazemore,Atlanta Hawks,2,4,2015-11-09 00:00:00,Atlanta Hawks,2,107,7,Minnesota Timberwolves,117,1
2579,2579,-22.0,1.0,1.0,0.0,0.0,8.75,1.0,4.0,3.0,0.0,0.0,11.0,0.0,0.0,7.0,1.0,0.0,0.0,400827988.0,Mike Scott,Atlanta Hawks,2,4,2015-11-09 00:00:00,Atlanta Hawks,2,107,7,Minnesota Timberwolves,117,1
2577,2577,1.0,1.0,1.0,1.0,0.0,9.5,2.0,5.0,2.0,0.0,0.0,32.0,0.0,2.0,5.0,2.0,0.0,0.0,400827988.0,Kyle Korver,Atlanta Hawks,2,4,2015-11-09 00:00:00,Atlanta Hawks,2,107,7,Minnesota Timberwolves,117,1
2583,2583,-6.0,3.0,2.0,1.0,0.0,17.75,1.0,5.0,4.0,0.0,0.0,17.0,0.0,1.0,10.0,1.0,2.0,0.0,400827988.0,Thabo Sefolosha,Atlanta Hawks,2,4,2015-11-09 00:00:00,Atlanta Hawks,2,107,7,Minnesota Timberwolves,117,1
2580,2580,10.0,1.0,0.0,2.0,0.0,10.25,3.0,3.0,2.0,0.0,0.0,16.0,0.0,0.0,4.0,3.0,0.0,1.0,400827988.0,Tiago Splitter,Atlanta Hawks,2,4,2015-11-09 00:00:00,Atlanta Hawks,2,107,7,Minnesota Timberwolves,117,1
2846,2846,,,,,,,,,,,,,,,,,,,400827989.0,Mike Miller,Denver Nuggets,4,4,2015-11-09 00:00:00,Denver Nuggets,4,108,3,Portland Trail Blazers,104,1
2845,2845,,,,,,,,,,,,,,,,,,,400827989.0,Jameer Nelson,Denver Nuggets,4,4,2015-11-09 00:00:00,Denver Nuggets,4,108,3,Portland Trail Blazers,104,1
2844,2844,,,,,,,,,,,,,,,,,,,400827989.0,Joffrey Lauvergne,Denver Nuggets,4,4,2015-11-09 00:00:00,Denver Nuggets,4,108,3,Portland Trail Blazers,104,1
2843,2843,8.0,4.0,3.0,3.0,0.0,19.25,1.0,6.0,4.0,2.0,2.0,20.0,0.0,1.0,13.0,1.0,0.0,2.0,400827989.0,Randy Foye,Denver Nuggets,4,4,2015-11-09 00:00:00,Denver Nuggets,4,108,3,Portland Trail Blazers,104,1
2576,2576,-2.0,4.0,1.0,9.0,3.0,45.5,2.0,17.0,10.0,3.0,3.0,35.0,0.0,3.0,24.0,2.0,1.0,6.0,400827988.0,Jeff Teague,Atlanta Hawks,2,4,2015-11-09 00:00:00,Atlanta Hawks,2,107,7,Minnesota Timberwolves,117,1
2581,2581,-3.0,5.0,2.0,4.0,0.0,22.25,1.0,10.0,5.0,0.0,0.0,23.0,0.0,1.0,12.0,1.0,1.0,0.0,400827988.0,Dennis Schroder,Atlanta Hawks,2,4,2015-11-09 00:00:00,Atlanta Hawks,2,107,7,Minnesota Timberwolves,117,1
2585,2585,,,,,,,,,,,,,,,,,,,400827988.0,Shelvin Mack,Atlanta Hawks,2,4,2015-11-09 00:00:00,Atlanta Hawks,2,107,7,Minnesota Timberwolves,117,1
2584,2584,,,,,,,,,,,,,,,,,,,400827988.0,Mike Muscala,Atlanta Hawks,2,4,2015-11-09 00:00:00,Atlanta Hawks,2,107,7,Minnesota Timberwolves,117,1
2582,2582,-11.0,1.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,1.0,1.0,400827988.0,Justin Holiday,Atlanta Hawks,2,4,2015-11-09 00:00:00,Atlanta Hawks,2,107,7,Minnesota Timberwolves,117,1
2586,2586,,,,,,,,,,,,,,,,,,,400827988.0,Lamar Patterson,Atlanta Hawks,2,4,2015-11-09 00:00:00,Atlanta Hawks,2,107,7,Minnesota Timberwolves,117,1
2824,2824,3.0,7.0,3.0,7.0,0.0,47.25,0.0,22.0,9.0,9.0,9.0,38.0,3.0,4.0,30.0,3.0,1.0,1.0,400827989.0,Damian Lillard,Portland Trail Blazers,4,4,2015-11-09 00:00:00,Denver Nuggets,4,108,3,Portland Trail Blazers,104,0
2841,2841,-1.0,0.0,0.0,1.0,0.0,17.5,2.0,3.0,3.0,4.0,4.0,16.0,0.0,2.0,10.0,2.0,2.0,1.0,400827989.0,Nikola Jokic,Denver Nuggets,4,4,2015-11-09 00:00:00,Denver Nuggets,4,108,3,Portland Trail Blazers,104,1
2823,2823,-6.0,0.0,0.0,2.0,2.0,34.25,7.0,7.0,5.0,7.0,5.0,33.0,0.0,4.0,15.0,7.0,2.0,1.0,400827989.0,Mason Plumlee,Portland Trail Blazers,4,4,2015-11-09 00:00:00,Denver Nuggets,4,108,3,Portland Trail Blazers,104,0
2822,2822,-6.0,7.0,2.0,2.0,1.0,24.5,3.0,16.0,5.0,0.0,0.0,34.0,1.0,2.0,12.0,4.0,1.0,1.0,400827989.0,Al-Farouq Aminu,Portland Trail Blazers,4,4,2015-11-09 00:00:00,Denver Nuggets,4,108,3,Portland Trail Blazers,104,0
2821,2821,11.0,4.0,1.0,4.0,0.0,27.75,8.0,10.0,5.0,0.0,0.0,34.0,1.0,6.0,11.0,9.0,0.0,2.0,400827989.0,Meyers Leonard,Portland Trail Blazers,4,4,2015-11-09 00:00:00,Denver Nuggets,4,108,3,Portland Trail Blazers,104,0
2825,2825,-11.0,5.0,2.0,2.0,0.0,23.25,2.0,15.0,6.0,2.0,2.0,36.0,1.0,0.0,16.0,3.0,0.0,1.0,400827989.0,C.J. McCollum,Portland Trail Blazers,4,4,2015-11-09 00:00:00,Denver Nuggets,4,108,3,Portland Trail Blazers,104,0
2826,2826,2.0,0.0,0.0,1.0,0.0,14.25,3.0,1.0,0.0,4.0,3.0,15.0,2.0,4.0,3.0,5.0,2.0,1.0,400827989.0,Ed Davis,Portland Trail Blazers,4,4,2015-11-09 00:00:00,Denver Nuggets,4,108,3,Portland Trail Blazers,104,0
2827,2827,-15.0,0.0,0.0,0.0,0.0,2.5,1.0,3.0,0.0,0.0,0.0,13.0,1.0,1.0,0.0,2.0,0.0,0.0,400827989.0,Noah Vonleh,Portland Trail Blazers,4,4,2015-11-09 00:00:00,Denver Nuggets,4,108,3,Portland Trail Blazers,104,0
2828,2828,2.0,1.0,1.0,1.0,0.0,10.75,2.0,5.0,2.0,2.0,1.0,14.0,1.0,0.0,6.0,3.0,0.0,2.0,400827989.0,Maurice Harkless,Portland Trail Blazers,4,4,2015-11-09 00:00:00,Denver Nuggets,4,108,3,Portland Trail Blazers,104,0
2829,2829,0.0,5.0,1.0,1.0,0.0,16.75,3.0,12.0,4.0,3.0,2.0,23.0,0.0,1.0,11.0,3.0,0.0,0.0,400827989.0,Allen Crabbe,Portland Trail Blazers,4,4,2015-11-09 00:00:00,Denver Nuggets,4,108,3,Portland Trail Blazers,104,0
2830,2830,,,,,,,,,,,,,,,,,,,400827989.0,Cliff Alexander,Portland Trail Blazers,4,4,2015-11-09 00:00:00,Denver Nuggets,4,108,3,Portland Trail Blazers,104,0
2831,2831,,,,,,,,,,,,,,,,,,,400827989.0,Chris Kaman,Portland Trail Blazers,4,4,2015-11-09 00:00:00,Denver Nuggets,4,108,3,Portland Trail Blazers,104,0
2832,2832,,,,,,,,,,,,,,,,,,,400827989.0,Tim Frazier,Portland Trail Blazers,4,4,2015-11-09 00:00:00,Denver Nuggets,4,108,3,Portland Trail Blazers,104,0
2833,2833,,,,,,,,,,,,,,,,,,,400827989.0,Pat Connaughton,Portland Trail Blazers,4,4,2015-11-09 00:00:00,Denver Nuggets,4,108,3,Portland Trail Blazers,104,0
2834,2834,4.0,0.0,0.0,1.0,3.0,44.25,11.0,11.0,7.0,11.0,5.0,30.0,2.0,4.0,19.0,13.0,0.0,0.0,400827989.0,J.J. Hickson,Denver Nuggets,4,4,2015-11-09 00:00:00,Denver Nuggets,4,108,3,Portland Trail Blazers,104,1
2835,2835,3.0,0.0,0.0,1.0,0.0,29.5,4.0,13.0,8.0,4.0,1.0,31.0,4.0,2.0,17.0,8.0,1.0,2.0,400827989.0,Kenneth Faried,Denver Nuggets,4,4,2015-11-09 00:00:00,Denver Nuggets,4,108,3,Portland Trail Blazers,104,1
2836,2836,3.0,5.0,0.0,3.0,0.0,16.75,5.0,10.0,2.0,2.0,2.0,35.0,0.0,1.0,6.0,5.0,1.0,4.0,400827989.0,Danilo Gallinari,Denver Nuggets,4,4,2015-11-09 00:00:00,Denver Nuggets,4,108,3,Portland Trail Blazers,104,1
2837,2837,-4.0,3.0,1.0,5.0,2.0,36.5,5.0,12.0,6.0,7.0,5.0,28.0,1.0,3.0,18.0,6.0,0.0,2.0,400827989.0,Emmanuel Mudiay,Denver Nuggets,4,4,2015-11-09 00:00:00,Denver Nuggets,4,108,3,Portland Trail Blazers,104,1
2838,2838,0.0,3.0,1.0,3.0,0.0,15.25,3.0,8.0,3.0,0.0,0.0,25.0,0.0,2.0,7.0,3.0,0.0,1.0,400827989.0,Gary Harris,Denver Nuggets,4,4,2015-11-09 00:00:00,Denver Nuggets,4,108,3,Portland Trail Blazers,104,1
2839,2839,2.0,1.0,0.0,1.0,2.0,10.75,3.0,5.0,1.0,0.0,0.0,20.0,0.0,3.0,2.0,3.0,0.0,1.0,400827989.0,Darrell Arthur,Denver Nuggets,4,4,2015-11-09 00:00:00,Denver Nuggets,4,108,3,Portland Trail Blazers,104,1
2840,2840,1.0,1.0,1.0,1.0,0.0,12.75,2.0,2.0,2.0,0.0,0.0,13.0,1.0,1.0,5.0,3.0,1.0,0.0,400827989.0,Kostas Papanikolaou,Denver Nuggets,4,4,2015-11-09 00:00:00,Denver Nuggets,4,108,3,Portland Trail Blazers,104,1
2842,2842,4.0,2.0,1.0,1.0,0.0,16.25,3.0,7.0,4.0,2.0,2.0,23.0,0.0,1.0,11.0,3.0,0.0,1.0,400827989.0,Will Barton,Denver Nuggets,4,4,2015-11-09 00:00:00,Denver Nuggets,4,108,3,Portland Trail Blazers,104,1
2575,2575,-9.0,5.0,2.0,3.0,0.0,28.5,4.0,15.0,5.0,2.0,2.0,33.0,2.0,3.0,14.0,6.0,1.0,1.0,400827988.0,Al Horford,Atlanta Hawks,2,4,2015-11-09 00:00:00,Atlanta Hawks,2,107,7,Minnesota Timberwolves,117,1
1578,1578,,,,,,,,,,,,,,,,,,,400827990.0,Eric Moreland,Sacramento Kings,2,5,2015-11-09 00:00:00,Sacramento Kings,7,88,1,San Antonio Spurs,106,1
2573,2573,,,,,,,,,,,,,,,,,,,400827988.0,Damjan Rudez,Minnesota Timberwolves,2,4,2015-11-09 00:00:00,Atlanta Hawks,2,107,7,Minnesota Timberwolves,117,0
1038,1038,-13.0,2.0,0.0,1.0,0.0,7.5,0.0,5.0,2.0,0.0,0.0,17.0,2.0,2.0,4.0,2.0,0.0,1.0,400827991.0,Ersan Ilyasova,Detroit Pistons,2,5,2015-11-09 00:00:00,Golden State Warriors,0,109,8,Detroit Pistons,95,0
1039,1039,-5.0,0.0,0.0,3.0,2.0,44.75,10.0,16.0,7.0,2.0,0.0,35.0,5.0,4.0,14.0,15.0,2.0,4.0,400827991.0,Andre Drummond,Detroit Pistons,2,5,2015-11-09 00:00:00,Golden State Warriors,0,109,8,Detroit Pistons,95,0
1040,1040,-5.0,6.0,1.0,5.0,0.0,31.5,2.0,19.0,7.0,6.0,5.0,30.0,0.0,0.0,20.0,2.0,2.0,6.0,400827991.0,Reggie Jackson,Detroit Pistons,2,5,2015-11-09 00:00:00,Golden State Warriors,0,109,8,Detroit Pistons,95,0
1041,1041,-1.0,4.0,1.0,1.0,1.0,26.75,2.0,12.0,6.0,2.0,2.0,38.0,1.0,3.0,15.0,3.0,2.0,0.0,400827991.0,Kentavious Caldwell-Pope,Detroit Pistons,2,5,2015-11-09 00:00:00,Golden State Warriors,0,109,8,Detroit Pistons,95,0
1042,1042,-7.0,0.0,0.0,1.0,0.0,7.5,3.0,2.0,1.0,0.0,0.0,12.0,1.0,0.0,2.0,4.0,0.0,2.0,400827991.0,Aron Baynes,Detroit Pistons,2,5,2015-11-09 00:00:00,Golden State Warriors,0,109,8,Detroit Pistons,95,0
1043,1043,-11.0,1.0,0.0,0.0,0.0,1.25,1.0,2.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,1.0,0.0,0.0,400827991.0,Anthony Tolliver,Detroit Pistons,2,5,2015-11-09 00:00:00,Golden State Warriors,0,109,8,Detroit Pistons,95,0
1044,1044,-9.0,4.0,2.0,0.0,0.0,29.75,5.0,14.0,9.0,1.0,0.0,32.0,2.0,2.0,20.0,7.0,0.0,0.0,400827991.0,Stanley Johnson,Detroit Pistons,2,5,2015-11-09 00:00:00,Golden State Warriors,0,109,8,Detroit Pistons,95,0
1045,1045,-2.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,400827991.0,Reggie Bullock,Detroit Pistons,2,5,2015-11-09 00:00:00,Golden State Warriors,0,109,8,Detroit Pistons,95,0
1046,1046,-9.0,1.0,1.0,1.0,0.0,9.0,2.0,3.0,2.0,0.0,0.0,18.0,0.0,0.0,5.0,2.0,1.0,5.0,400827991.0,Steve Blake,Detroit Pistons,2,5,2015-11-09 00:00:00,Golden State Warriors,0,109,8,Detroit Pistons,95,0
1047,1047,,,,,,,,,,,,,,,,,,,400827991.0,Darrun Hilliard,Detroit Pistons,2,5,2015-11-09 00:00:00,Golden State Warriors,0,109,8,Detroit Pistons,95,0
1037,1037,-8.0,1.0,1.0,3.0,0.0,29.75,4.0,12.0,6.0,4.0,2.0,43.0,1.0,2.0,15.0,5.0,2.0,1.0,400827991.0,Marcus Morris,Detroit Pistons,2,5,2015-11-09 00:00:00,Golden State Warriors,0,109,8,Detroit Pistons,95,0
1048,1048,,,,,,,,,,,,,,,,,,,400827991.0,Joel Anthony,Detroit Pistons,2,5,2015-11-09 00:00:00,Golden State Warriors,0,109,8,Detroit Pistons,95,0
1050,1050,15.0,3.0,2.0,2.0,0.0,17.0,2.0,8.0,5.0,0.0,0.0,28.0,0.0,1.0,12.0,2.0,0.0,3.0,400827991.0,Harrison Barnes,Golden State Warriors,2,5,2015-11-09 00:00:00,Golden State Warriors,0,109,8,Detroit Pistons,95,1
1051,1051,7.0,1.0,0.0,9.0,2.0,43.5,8.0,10.0,3.0,0.0,0.0,33.0,2.0,0.0,6.0,10.0,4.0,1.0,400827991.0,Draymond Green,Golden State Warriors,2,5,2015-11-09 00:00:00,Golden State Warriors,0,109,8,Detroit Pistons,95,1
1052,1052,6.0,0.0,0.0,2.0,2.0,17.0,1.0,6.0,2.0,4.0,4.0,23.0,1.0,4.0,8.0,2.0,0.0,1.0,400827991.0,Festus Ezeli,Golden State Warriors,2,5,2015-11-09 00:00:00,Golden State Warriors,0,109,8,Detroit Pistons,95,1
1053,1053,12.0,7.0,3.0,5.0,0.0,40.75,4.0,18.0,7.0,6.0,5.0,37.0,1.0,1.0,22.0,5.0,3.0,5.0,400827991.0,Stephen Curry,Golden State Warriors,2,5,2015-11-09 00:00:00,Golden State Warriors,0,109,8,Detroit Pistons,95,1
1054,1054,9.0,7.0,4.0,1.0,0.0,34.25,3.0,17.0,10.0,0.0,0.0,32.0,0.0,1.0,24.0,3.0,2.0,2.0,400827991.0,Klay Thompson,Golden State Warriors,2,5,2015-11-09 00:00:00,Golden State Warriors,0,109,8,Detroit Pistons,95,1
1055,1055,0.0,0.0,0.0,1.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,400827991.0,James Michael McAdoo,Golden State Warriors,2,5,2015-11-09 00:00:00,Golden State Warriors,0,109,8,Detroit Pistons,95,1
1056,1056,11.0,0.0,0.0,2.0,0.0,21.75,4.0,7.0,4.0,0.0,0.0,19.0,5.0,3.0,8.0,9.0,0.0,1.0,400827991.0,Andrew Bogut,Golden State Warriors,2,5,2015-11-09 00:00:00,Golden State Warriors,0,109,8,Detroit Pistons,95,1
1057,1057,-4.0,0.0,0.0,0.0,0.0,5.75,1.0,4.0,1.0,0.0,0.0,4.0,2.0,2.0,2.0,3.0,0.0,0.0,400827991.0,Marreese Speights,Golden State Warriors,2,5,2015-11-09 00:00:00,Golden State Warriors,0,109,8,Detroit Pistons,95,1
1058,1058,1.0,0.0,0.0,2.0,0.0,11.0,1.0,4.0,2.0,0.0,0.0,19.0,1.0,2.0,4.0,2.0,1.0,1.0,400827991.0,Shaun Livingston,Golden State Warriors,2,5,2015-11-09 00:00:00,Golden State Warriors,0,109,8,Detroit Pistons,95,1
1059,1059,6.0,2.0,2.0,3.0,0.0,19.5,0.0,6.0,4.0,0.0,0.0,14.0,0.0,2.0,10.0,0.0,2.0,0.0,400827991.0,Leandro Barbosa,Golden State Warriors,2,5,2015-11-09 00:00:00,Golden State Warriors,0,109,8,Detroit Pistons,95,1
1049,1049,,,,,,,,,,,,,,,,,,,400827991.0,Spencer Dinwiddie,Detroit Pistons,2,5,2015-11-09 00:00:00,Golden State Warriors,0,109,8,Detroit Pistons,95,0
1060,1060,7.0,1.0,1.0,2.0,0.0,23.75,4.0,11.0,5.0,3.0,2.0,29.0,1.0,2.0,13.0,5.0,1.0,2.0,400827991.0,Andre Iguodala,Golden State Warriors,2,5,2015-11-09 00:00:00,Golden State Warriors,0,109,8,Detroit Pistons,95,1
2021,2021,-13.0,3.0,1.0,0.0,0.0,20.5,8.0,13.0,3.0,2.0,1.0,29.0,2.0,0.0,8.0,10.0,0.0,1.0,400827986.0,Tobias Harris,Orlando Magic,5,3,2015-11-09 00:00:00,Indiana Pacers,4,97,4,Orlando Magic,84,0
2022,2022,-16.0,9.0,4.0,1.0,0.0,30.0,2.0,13.0,7.0,4.0,3.0,40.0,0.0,4.0,21.0,2.0,2.0,2.0,400827986.0,Evan Fournier,Orlando Magic,5,3,2015-11-09 00:00:00,Indiana Pacers,4,97,4,Orlando Magic,84,0
2044,2044,,,,,,,,,,,,,,,,,,,400827986.0,Lavoy Allen,Indiana Pacers,5,3,2015-11-09 00:00:00,Indiana Pacers,4,97,4,Orlando Magic,84,1
2043,2043,-1.0,0.0,0.0,1.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,400827986.0,Glenn Robinson III,Indiana Pacers,5,3,2015-11-09 00:00:00,Indiana Pacers,4,97,4,Orlando Magic,84,1
2042,2042,-2.0,2.0,0.0,4.0,1.0,20.5,2.0,8.0,3.0,0.0,0.0,18.0,0.0,1.0,6.0,2.0,2.0,0.0,400827986.0,Rodney Stuckey,Indiana Pacers,5,3,2015-11-09 00:00:00,Indiana Pacers,4,97,4,Orlando Magic,84,1
2041,2041,2.0,0.0,0.0,4.0,0.0,20.75,5.0,7.0,2.0,3.0,2.0,21.0,2.0,1.0,6.0,7.0,1.0,4.0,400827986.0,Jordan Hill,Indiana Pacers,5,3,2015-11-09 00:00:00,Indiana Pacers,4,97,4,Orlando Magic,84,1
2040,2040,18.0,3.0,2.0,2.0,0.0,15.75,3.0,3.0,2.0,0.0,0.0,17.0,0.0,2.0,6.0,3.0,1.0,0.0,400827986.0,Chase Budinger,Indiana Pacers,5,3,2015-11-09 00:00:00,Indiana Pacers,4,97,4,Orlando Magic,84,1
2039,2039,4.0,0.0,0.0,0.0,0.0,14.0,4.0,6.0,4.0,2.0,2.0,20.0,0.0,2.0,10.0,4.0,0.0,2.0,400827986.0,Myles Turner,Indiana Pacers,5,3,2015-11-09 00:00:00,Indiana Pacers,4,97,4,Orlando Magic,84,1
2038,2038,11.0,6.0,2.0,0.0,0.0,15.5,2.0,8.0,3.0,2.0,1.0,27.0,0.0,2.0,9.0,2.0,2.0,2.0,400827986.0,C.J. Miles,Indiana Pacers,5,3,2015-11-09 00:00:00,Indiana Pacers,4,97,4,Orlando Magic,84,1
2037,2037,20.0,6.0,4.0,2.0,1.0,42.75,7.0,13.0,8.0,4.0,3.0,35.0,0.0,3.0,23.0,7.0,2.0,0.0,400827986.0,George Hill,Indiana Pacers,5,3,2015-11-09 00:00:00,Indiana Pacers,4,97,4,Orlando Magic,84,1
2036,2036,-5.0,2.0,0.0,4.0,0.0,16.0,4.0,9.0,1.0,0.0,0.0,33.0,0.0,1.0,2.0,4.0,2.0,2.0,400827986.0,Monta Ellis,Indiana Pacers,5,3,2015-11-09 00:00:00,Indiana Pacers,4,97,4,Orlando Magic,84,1
2035,2035,9.0,0.0,0.0,1.0,2.0,25.75,7.0,6.0,4.0,0.0,0.0,28.0,2.0,2.0,8.0,9.0,1.0,2.0,400827986.0,Ian Mahinmi,Indiana Pacers,5,3,2015-11-09 00:00:00,Indiana Pacers,4,97,4,Orlando Magic,84,1
2574,2574,1.0,5.0,3.0,6.0,2.0,45.25,3.0,15.0,9.0,2.0,1.0,35.0,2.0,1.0,22.0,5.0,2.0,3.0,400827988.0,Paul Millsap,Atlanta Hawks,2,4,2015-11-09 00:00:00,Atlanta Hawks,2,107,7,Minnesota Timberwolves,117,1
2034,2034,9.0,6.0,3.0,7.0,0.0,43.0,2.0,17.0,7.0,11.0,10.0,36.0,2.0,2.0,27.0,4.0,1.0,6.0,400827986.0,Paul George,Indiana Pacers,5,3,2015-11-09 00:00:00,Indiana Pacers,4,97,4,Orlando Magic,84,1
