,+/-,3PA,3PM,AST,BLK,DKPoints,DREB,FGA,FGM,FTA,FTM,MIN,OREB,PF,PTS,REB,STL,TO,game_id,player,team,id,away_team_losses,away_team_wins,date,home_team,home_team_losses,home_team_score,home_team_wins,visit_team,visit_team_score
6670,2.0,1.0,1.0,1.0,1.0,8.25,1.0,2.0,1.0,0.0,0.0,8.0,0.0,0.0,3.0,1.0,0.0,0.0,400828004.0,Mike Muscala,Atlanta Hawks,400828004,7,1,2015-11-11,Atlanta Hawks,2,106,8,New Orleans Pelicans,98
6671,-2.0,0.0,0.0,1.0,1.0,17.25,2.0,5.0,4.0,0.0,0.0,19.0,1.0,3.0,8.0,3.0,1.0,0.0,400828004.0,Tiago Splitter,Atlanta Hawks,400828004,7,1,2015-11-11,Atlanta Hawks,2,106,8,New Orleans Pelicans,98
6672,3.0,4.0,2.0,4.0,0.0,22.0,2.0,11.0,5.0,0.0,0.0,22.0,0.0,1.0,12.0,2.0,1.0,3.0,400828004.0,Dennis Schroder,Atlanta Hawks,400828004,7,1,2015-11-11,Atlanta Hawks,2,106,8,New Orleans Pelicans,98
6673,-1.0,2.0,0.0,0.0,0.0,1.25,1.0,2.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,400828004.0,Justin Holiday,Atlanta Hawks,400828004,7,1,2015-11-11,Atlanta Hawks,2,106,8,New Orleans Pelicans,98
6674,-7.0,1.0,1.0,2.0,1.0,20.25,3.0,3.0,2.0,4.0,2.0,24.0,2.0,0.0,7.0,5.0,1.0,1.0,400828004.0,Thabo Sefolosha,Atlanta Hawks,400828004,7,1,2015-11-11,Atlanta Hawks,2,106,8,New Orleans Pelicans,98
6675,,,,,,,,,,,,,,,,,,,400828004.0,Shelvin Mack,Atlanta Hawks,400828004,7,1,2015-11-11,Atlanta Hawks,2,106,8,New Orleans Pelicans,98
6676,,,,,,,,,,,,,,,,,,,400828004.0,Lamar Patterson,Atlanta Hawks,400828004,7,1,2015-11-11,Atlanta Hawks,2,106,8,New Orleans Pelicans,98
6677,24.0,0.0,0.0,0.0,1.0,21.25,6.0,6.0,5.0,1.0,1.0,26.0,1.0,5.0,11.0,7.0,0.0,1.0,400828050.0,Kenneth Faried,Denver Nuggets,400828050,5,6,2015-11-17,New Orleans Pelicans,10,98,1,Denver Nuggets,115
6678,27.0,8.0,5.0,8.0,0.0,55.0,7.0,19.0,12.0,4.0,3.0,37.0,1.0,1.0,32.0,8.0,0.0,3.0,400828050.0,Danilo Gallinari,Denver Nuggets,400828050,5,6,2015-11-17,New Orleans Pelicans,10,98,1,Denver Nuggets,115
6679,2.0,0.0,0.0,0.0,0.0,4.5,1.0,2.0,1.0,0.0,0.0,6.0,1.0,0.0,2.0,2.0,0.0,0.0,400828050.0,JJ Hickson,Denver Nuggets,400828050,5,6,2015-11-17,New Orleans Pelicans,10,98,1,Denver Nuggets,115
6680,17.0,1.0,0.0,8.0,2.0,32.75,2.0,14.0,5.0,3.0,2.0,33.0,1.0,1.0,12.0,3.0,1.0,2.0,400828050.0,Emmanuel Mudiay,Denver Nuggets,400828050,5,6,2015-11-17,New Orleans Pelicans,10,98,1,Denver Nuggets,115
6681,15.0,4.0,3.0,3.0,0.0,30.0,2.0,8.0,5.0,4.0,3.0,32.0,2.0,2.0,16.0,4.0,2.0,2.0,400828050.0,Gary Harris,Denver Nuggets,400828050,5,6,2015-11-17,New Orleans Pelicans,10,98,1,Denver Nuggets,115
6682,10.0,4.0,3.0,2.0,2.0,35.75,5.0,12.0,7.0,0.0,0.0,37.0,2.0,1.0,17.0,7.0,1.0,1.0,400828050.0,Will Barton,Denver Nuggets,400828050,5,6,2015-11-17,New Orleans Pelicans,10,98,1,Denver Nuggets,115
6683,-12.0,1.0,0.0,0.0,1.0,9.25,2.0,4.0,2.0,0.0,0.0,13.0,1.0,1.0,4.0,3.0,0.0,1.0,400828050.0,Kostas Papanikolaou,Denver Nuggets,400828050,5,6,2015-11-17,New Orleans Pelicans,10,98,1,Denver Nuggets,115
6684,0.0,0.0,0.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,400828050.0,Nikola Jokic,Denver Nuggets,400828050,5,6,2015-11-17,New Orleans Pelicans,10,98,1,Denver Nuggets,115
6685,9.0,6.0,4.0,4.0,0.0,31.0,3.0,11.0,6.0,0.0,0.0,26.0,1.0,4.0,16.0,4.0,1.0,0.0,400828050.0,Jameer Nelson,Denver Nuggets,400828050,5,6,2015-11-17,New Orleans Pelicans,10,98,1,Denver Nuggets,115
6686,-8.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,400828050.0,Mike Miller,Denver Nuggets,400828050,5,6,2015-11-17,New Orleans Pelicans,10,98,1,Denver Nuggets,115
6687,1.0,5.0,0.0,2.0,0.0,11.5,4.0,8.0,2.0,1.0,1.0,25.0,0.0,0.0,5.0,4.0,0.0,3.0,400828050.0,Randy Foye,Denver Nuggets,400828050,5,6,2015-11-17,New Orleans Pelicans,10,98,1,Denver Nuggets,115
6688,,,,,,,,,,,,,,,,,,,400828050.0,Joffrey Lauvergne,Denver Nuggets,400828050,5,6,2015-11-17,New Orleans Pelicans,10,98,1,Denver Nuggets,115
6689,-8.0,1.0,0.0,0.0,3.0,26.75,1.0,8.0,5.0,2.0,1.0,31.0,4.0,2.0,11.0,5.0,2.0,1.0,400828050.0,Dante Cunningham,New Orleans Pelicans,400828050,5,6,2015-11-17,New Orleans Pelicans,10,98,1,Denver Nuggets,115
6690,-2.0,0.0,0.0,1.0,0.0,4.0,2.0,3.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,400828050.0,Anthony Davis,New Orleans Pelicans,400828050,5,6,2015-11-17,New Orleans Pelicans,10,98,1,Denver Nuggets,115
6691,-14.0,0.0,0.0,0.0,1.0,8.5,5.0,1.0,0.0,0.0,0.0,22.0,1.0,4.0,0.0,6.0,0.0,2.0,400828050.0,Alonzo Gee,New Orleans Pelicans,400828050,5,6,2015-11-17,New Orleans Pelicans,10,98,1,Denver Nuggets,115
6692,-20.0,4.0,0.0,7.0,1.0,23.25,1.0,13.0,4.0,2.0,2.0,23.0,0.0,1.0,10.0,1.0,0.0,1.0,400828050.0,Jrue Holiday,New Orleans Pelicans,400828050,5,6,2015-11-17,New Orleans Pelicans,10,98,1,Denver Nuggets,115
6693,-25.0,8.0,2.0,6.0,1.0,33.75,1.0,17.0,7.0,3.0,3.0,38.0,0.0,1.0,19.0,1.0,1.0,1.0,400828050.0,Eric Gordon,New Orleans Pelicans,400828050,5,6,2015-11-17,New Orleans Pelicans,10,98,1,Denver Nuggets,115
6694,-8.0,4.0,1.0,2.0,0.0,35.0,4.0,17.0,10.0,4.0,3.0,34.0,2.0,1.0,24.0,6.0,0.0,0.0,400828050.0,Ryan Anderson,New Orleans Pelicans,400828050,5,6,2015-11-17,New Orleans Pelicans,10,98,1,Denver Nuggets,115
6695,-2.0,4.0,3.0,0.0,0.0,21.25,7.0,7.0,4.0,0.0,0.0,26.0,0.0,2.0,11.0,7.0,0.0,0.0,400828050.0,Luke Babbitt,New Orleans Pelicans,400828050,5,6,2015-11-17,New Orleans Pelicans,10,98,1,Denver Nuggets,115
6696,-9.0,0.0,0.0,0.0,1.0,6.0,0.0,3.0,2.0,0.0,0.0,4.0,0.0,3.0,4.0,0.0,0.0,0.0,400828050.0,Alexis Ajinca,New Orleans Pelicans,400828050,5,6,2015-11-17,New Orleans Pelicans,10,98,1,Denver Nuggets,115
6697,-6.0,1.0,1.0,8.0,1.0,31.75,3.0,9.0,6.0,0.0,0.0,38.0,0.0,1.0,13.0,3.0,1.0,3.0,400828050.0,Ish Smith,New Orleans Pelicans,400828050,5,6,2015-11-17,New Orleans Pelicans,10,98,1,Denver Nuggets,115
6698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,400828050.0,Jimmer Fredette,New Orleans Pelicans,400828050,5,6,2015-11-17,New Orleans Pelicans,10,98,1,Denver Nuggets,115
6699,9.0,1.0,0.0,1.0,0.0,9.5,1.0,5.0,3.0,0.0,0.0,17.0,1.0,2.0,6.0,2.0,0.0,1.0,400828050.0,Toney Douglas,New Orleans Pelicans,400828050,5,6,2015-11-17,New Orleans Pelicans,10,98,1,Denver Nuggets,115
6700,,,,,,,,,,,,,,,,,,,400828050.0,Omer Asik,New Orleans Pelicans,400828050,5,6,2015-11-17,New Orleans Pelicans,10,98,1,Denver Nuggets,115
6701,,,,,,,,,,,,,,,,,,,400828050.0,Norris Cole,New Orleans Pelicans,400828050,5,6,2015-11-17,New Orleans Pelicans,10,98,1,Denver Nuggets,115
6702,-7.0,10.0,4.0,3.0,0.0,47.75,3.0,25.0,13.0,0.0,0.0,44.0,4.0,3.0,30.0,7.0,2.0,3.0,400828058.0,Ryan Anderson,New Orleans Pelicans,400828058,11,1,2015-11-18,Oklahoma City Thunder,5,110,7,New Orleans Pelicans,103
6703,-2.0,2.0,1.0,0.0,1.0,14.5,4.0,2.0,1.0,0.0,0.0,31.0,2.0,2.0,3.0,6.0,1.0,1.0,400828058.0,Alonzo Gee,New Orleans Pelicans,400828058,11,1,2015-11-18,Oklahoma City Thunder,5,110,7,New Orleans Pelicans,103
6704,-11.0,0.0,0.0,1.0,2.0,31.0,9.0,8.0,6.0,0.0,0.0,23.0,1.0,5.0,12.0,10.0,0.0,1.0,400828058.0,Alexis Ajinca,New Orleans Pelicans,400828058,11,1,2015-11-18,Oklahoma City Thunder,5,110,7,New Orleans Pelicans,103
6705,0.0,2.0,0.0,6.0,0.0,30.25,3.0,20.0,8.0,2.0,2.0,34.0,0.0,1.0,18.0,3.0,0.0,1.0,400828058.0,Ish Smith,New Orleans Pelicans,400828058,11,1,2015-11-18,Oklahoma City Thunder,5,110,7,New Orleans Pelicans,103
6706,2.0,9.0,1.0,5.0,0.0,34.0,1.0,20.0,6.0,5.0,5.0,37.0,1.0,3.0,18.0,2.0,3.0,1.0,400828058.0,Eric Gordon,New Orleans Pelicans,400828058,11,1,2015-11-18,Oklahoma City Thunder,5,110,7,New Orleans Pelicans,103
6707,8.0,3.0,1.0,2.0,0.0,24.0,6.0,9.0,4.0,0.0,0.0,27.0,0.0,6.0,9.0,6.0,2.0,0.0,400828058.0,Dante Cunningham,New Orleans Pelicans,400828058,11,1,2015-11-18,Oklahoma City Thunder,5,110,7,New Orleans Pelicans,103
6708,-8.0,4.0,1.0,1.0,1.0,16.0,4.0,5.0,2.0,0.0,0.0,27.0,2.0,3.0,5.0,6.0,0.0,1.0,400828058.0,Luke Babbitt,New Orleans Pelicans,400828058,11,1,2015-11-18,Oklahoma City Thunder,5,110,7,New Orleans Pelicans,103
6709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400828058.0,Kendrick Perkins,New Orleans Pelicans,400828058,11,1,2015-11-18,Oklahoma City Thunder,5,110,7,New Orleans Pelicans,103
6710,-9.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,400828058.0,Jimmer Fredette,New Orleans Pelicans,400828058,11,1,2015-11-18,Oklahoma City Thunder,5,110,7,New Orleans Pelicans,103
6711,-8.0,2.0,0.0,3.0,0.0,11.5,0.0,6.0,3.0,2.0,2.0,14.0,0.0,2.0,8.0,0.0,0.0,2.0,400828058.0,Toney Douglas,New Orleans Pelicans,400828058,11,1,2015-11-18,Oklahoma City Thunder,5,110,7,New Orleans Pelicans,103
6712,,,,,,,,,,,,,,,,,,,400828058.0,Anthony Davis,New Orleans Pelicans,400828058,11,1,2015-11-18,Oklahoma City Thunder,5,110,7,New Orleans Pelicans,103
6713,,,,,,,,,,,,,,,,,,,400828058.0,Omer Asik,New Orleans Pelicans,400828058,11,1,2015-11-18,Oklahoma City Thunder,5,110,7,New Orleans Pelicans,103
6714,,,,,,,,,,,,,,,,,,,400828058.0,Norris Cole,New Orleans Pelicans,400828058,11,1,2015-11-18,Oklahoma City Thunder,5,110,7,New Orleans Pelicans,103
6715,,,,,,,,,,,,,,,,,,,400828058.0,Jrue Holiday,New Orleans Pelicans,400828058,11,1,2015-11-18,Oklahoma City Thunder,5,110,7,New Orleans Pelicans,103
6716,-1.0,1.0,0.0,1.0,1.0,17.25,3.0,11.0,2.0,4.0,2.0,33.0,2.0,3.0,6.0,5.0,1.0,1.0,400828058.0,Serge Ibaka,Oklahoma City Thunder,400828058,11,1,2015-11-18,Oklahoma City Thunder,5,110,7,New Orleans Pelicans,103
6717,2.0,0.0,0.0,0.0,1.0,4.5,1.0,2.0,0.0,0.0,0.0,11.0,1.0,1.0,0.0,2.0,0.0,0.0,400828058.0,Steven Adams,Oklahoma City Thunder,400828058,11,1,2015-11-18,Oklahoma City Thunder,5,110,7,New Orleans Pelicans,103
6718,-5.0,3.0,0.0,8.0,1.0,68.25,6.0,25.0,14.0,20.0,15.0,36.0,3.0,1.0,43.0,9.0,1.0,4.0,400828058.0,Russell Westbrook,Oklahoma City Thunder,400828058,11,1,2015-11-18,Oklahoma City Thunder,5,110,7,New Orleans Pelicans,103
6719,8.0,6.0,3.0,0.0,0.0,13.0,2.0,8.0,3.0,0.0,0.0,14.0,0.0,1.0,9.0,2.0,0.0,0.0,400828058.0,Anthony Morrow,Oklahoma City Thunder,400828058,11,1,2015-11-18,Oklahoma City Thunder,5,110,7,New Orleans Pelicans,103
6720,-7.0,2.0,1.0,1.0,0.0,21.5,4.0,5.0,3.0,2.0,1.0,29.0,4.0,2.0,8.0,8.0,1.0,1.0,400828058.0,Andre Roberson,Oklahoma City Thunder,400828058,11,1,2015-11-18,Oklahoma City Thunder,5,110,7,New Orleans Pelicans,103
6721,8.0,0.0,0.0,4.0,1.0,14.25,3.0,1.0,1.0,0.0,0.0,18.0,0.0,2.0,2.0,3.0,1.0,3.0,400828058.0,Nick Collison,Oklahoma City Thunder,400828058,11,1,2015-11-18,Oklahoma City Thunder,5,110,7,New Orleans Pelicans,103
6722,16.0,2.0,1.0,0.0,0.0,10.0,2.0,5.0,2.0,0.0,0.0,21.0,0.0,1.0,5.0,2.0,1.0,0.0,400828058.0,Kyle Singler,Oklahoma City Thunder,400828058,11,1,2015-11-18,Oklahoma City Thunder,5,110,7,New Orleans Pelicans,103
6723,1.0,0.0,0.0,0.0,0.0,42.5,8.0,15.0,8.0,12.0,8.0,31.0,6.0,3.0,24.0,14.0,0.0,1.0,400828058.0,Enes Kanter,Oklahoma City Thunder,400828058,11,1,2015-11-18,Oklahoma City Thunder,5,110,7,New Orleans Pelicans,103
6724,12.0,2.0,2.0,3.0,0.0,14.75,1.0,3.0,3.0,2.0,1.0,16.0,0.0,0.0,9.0,1.0,0.0,2.0,400828058.0,D.J. Augustin,Oklahoma City Thunder,400828058,11,1,2015-11-18,Oklahoma City Thunder,5,110,7,New Orleans Pelicans,103
6725,1.0,1.0,0.0,2.0,0.0,13.0,4.0,10.0,2.0,0.0,0.0,31.0,0.0,2.0,4.0,4.0,1.0,2.0,400828058.0,Dion Waiters,Oklahoma City Thunder,400828058,11,1,2015-11-18,Oklahoma City Thunder,5,110,7,New Orleans Pelicans,103
6726,,,,,,,,,,,,,,,,,,,400828058.0,Mitch McGary,Oklahoma City Thunder,400828058,11,1,2015-11-18,Oklahoma City Thunder,5,110,7,New Orleans Pelicans,103
6727,,,,,,,,,,,,,,,,,,,400828058.0,Steve Novak,Oklahoma City Thunder,400828058,11,1,2015-11-18,Oklahoma City Thunder,5,110,7,New Orleans Pelicans,103
6728,,,,,,,,,,,,,,,,,,,400828058.0,Cameron Payne,Oklahoma City Thunder,400828058,11,1,2015-11-18,Oklahoma City Thunder,5,110,7,New Orleans Pelicans,103
6729,-6.0,1.0,0.0,2.0,1.0,40.25,8.0,18.0,8.0,4.0,4.0,32.0,3.0,2.0,20.0,11.0,0.0,0.0,400828069.0,LaMarcus Aldridge,San Antonio Spurs,400828069,3,9,2015-11-20,New Orleans Pelicans,11,104,2,San Antonio Spurs,90
6730,-8.0,5.0,3.0,2.0,1.0,36.75,5.0,20.0,9.0,2.0,1.0,37.0,0.0,2.0,22.0,5.0,1.0,0.0,400828069.0,Kawhi Leonard,San Antonio Spurs,400828069,3,9,2015-11-20,New Orleans Pelicans,11,104,2,San Antonio Spurs,90
6731,7.0,0.0,0.0,2.0,1.0,13.0,0.0,6.0,2.0,2.0,2.0,19.0,0.0,2.0,6.0,0.0,1.0,0.0,400828069.0,Tim Duncan,San Antonio Spurs,400828069,3,9,2015-11-20,New Orleans Pelicans,11,104,2,San Antonio Spurs,90
6732,4.0,0.0,0.0,5.0,0.0,25.75,5.0,10.0,3.0,4.0,4.0,32.0,0.0,3.0,10.0,5.0,1.0,0.0,400828069.0,Tony Parker,San Antonio Spurs,400828069,3,9,2015-11-20,New Orleans Pelicans,11,104,2,San Antonio Spurs,90
6733,-7.0,4.0,2.0,3.0,1.0,22.5,8.0,8.0,2.0,0.0,0.0,33.0,0.0,1.0,6.0,8.0,0.0,2.0,400828069.0,Danny Green,San Antonio Spurs,400828069,3,9,2015-11-20,New Orleans Pelicans,11,104,2,San Antonio Spurs,90
6734,-8.0,0.0,0.0,0.0,1.0,9.5,1.0,2.0,2.0,2.0,1.0,11.0,1.0,2.0,5.0,2.0,0.0,0.0,400828069.0,David West,San Antonio Spurs,400828069,3,9,2015-11-20,New Orleans Pelicans,11,104,2,San Antonio Spurs,90
6735,-1.0,0.0,0.0,1.0,2.0,9.0,2.0,1.0,0.0,2.0,1.0,7.0,0.0,0.0,1.0,2.0,0.0,0.0,400828069.0,Kyle Anderson,San Antonio Spurs,400828069,3,9,2015-11-20,New Orleans Pelicans,11,104,2,San Antonio Spurs,90
6736,-14.0,1.0,0.0,0.0,0.0,4.0,2.0,4.0,1.0,0.0,0.0,10.0,0.0,1.0,2.0,2.0,0.0,1.0,400828069.0,Rasual Butler,San Antonio Spurs,400828069,3,9,2015-11-20,New Orleans Pelicans,11,104,2,San Antonio Spurs,90
6737,-2.0,0.0,0.0,0.0,0.0,1.5,0.0,1.0,1.0,0.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,1.0,400828069.0,Boban Marjanovic,San Antonio Spurs,400828069,3,9,2015-11-20,New Orleans Pelicans,11,104,2,San Antonio Spurs,90
6738,-11.0,1.0,1.0,4.0,0.0,16.0,3.0,3.0,2.0,0.0,0.0,25.0,1.0,1.0,5.0,4.0,0.0,1.0,400828069.0,Boris Diaw,San Antonio Spurs,400828069,3,9,2015-11-20,New Orleans Pelicans,11,104,2,San Antonio Spurs,90
6739,-3.0,0.0,0.0,0.0,0.0,2.5,2.0,1.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,2.0,0.0,0.0,400828069.0,Ray McCallum,San Antonio Spurs,400828069,3,9,2015-11-20,New Orleans Pelicans,11,104,2,San Antonio Spurs,90
6740,-19.0,5.0,3.0,3.0,1.0,22.75,1.0,9.0,4.0,0.0,0.0,22.0,0.0,1.0,11.0,1.0,2.0,3.0,400828069.0,Patty Mills,San Antonio Spurs,400828069,3,9,2015-11-20,New Orleans Pelicans,11,104,2,San Antonio Spurs,90
6741,-2.0,0.0,0.0,0.0,0.0,1.25,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,400828069.0,Jonathon Simmons,San Antonio Spurs,400828069,3,9,2015-11-20,New Orleans Pelicans,11,104,2,San Antonio Spurs,90
6742,15.0,1.0,0.0,3.0,2.0,52.0,16.0,23.0,9.0,2.0,2.0,39.0,2.0,2.0,20.0,18.0,0.0,1.0,400828069.0,Anthony Davis,New Orleans Pelicans,400828069,3,9,2015-11-20,New Orleans Pelicans,11,104,2,San Antonio Spurs,90
6743,1.0,0.0,0.0,0.0,0.0,7.25,1.0,2.0,2.0,0.0,0.0,18.0,0.0,2.0,4.0,1.0,1.0,0.0,400828069.0,Alonzo Gee,New Orleans Pelicans,400828069,3,9,2015-11-20,New Orleans Pelicans,11,104,2,San Antonio Spurs,90
6744,-5.0,0.0,0.0,0.0,0.0,9.25,6.0,0.0,0.0,2.0,1.0,12.0,1.0,2.0,1.0,7.0,0.0,1.0,400828069.0,Omer Asik,New Orleans Pelicans,400828069,3,9,2015-11-20,New Orleans Pelicans,11,104,2,San Antonio Spurs,90
6745,6.0,2.0,0.0,7.0,1.0,24.75,3.0,10.0,3.0,3.0,3.0,24.0,0.0,4.0,9.0,3.0,0.0,1.0,400828069.0,Jrue Holiday,New Orleans Pelicans,400828069,3,9,2015-11-20,New Orleans Pelicans,11,104,2,San Antonio Spurs,90
6746,6.0,3.0,1.0,2.0,0.0,19.25,1.0,9.0,3.0,4.0,4.0,35.0,0.0,0.0,11.0,1.0,2.0,1.0,400828069.0,Eric Gordon,New Orleans Pelicans,400828069,3,9,2015-11-20,New Orleans Pelicans,11,104,2,San Antonio Spurs,90
6747,16.0,11.0,6.0,0.0,0.0,40.75,6.0,21.0,12.0,0.0,0.0,33.0,1.0,0.0,30.0,7.0,0.0,2.0,400828069.0,Ryan Anderson,New Orleans Pelicans,400828069,3,9,2015-11-20,New Orleans Pelicans,11,104,2,San Antonio Spurs,90
6748,7.0,2.0,0.0,0.0,0.0,9.75,3.0,6.0,2.0,0.0,0.0,24.0,2.0,1.0,4.0,5.0,0.0,1.0,400828069.0,Dante Cunningham,New Orleans Pelicans,400828069,3,9,2015-11-20,New Orleans Pelicans,11,104,2,San Antonio Spurs,90
6749,2.0,0.0,0.0,0.0,0.0,11.75,3.0,4.0,2.0,4.0,4.0,12.0,0.0,3.0,8.0,3.0,0.0,0.0,400828069.0,Alexis Ajinca,New Orleans Pelicans,400828069,3,9,2015-11-20,New Orleans Pelicans,11,104,2,San Antonio Spurs,90
6750,13.0,2.0,1.0,13.0,0.0,42.5,4.0,10.0,7.0,2.0,2.0,31.0,0.0,3.0,17.0,4.0,0.0,2.0,400828069.0,Ish Smith,New Orleans Pelicans,400828069,3,9,2015-11-20,New Orleans Pelicans,11,104,2,San Antonio Spurs,90
6751,9.0,1.0,0.0,1.0,0.0,6.5,3.0,3.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,4.0,0.0,0.0,400828069.0,Toney Douglas,New Orleans Pelicans,400828069,3,9,2015-11-20,New Orleans Pelicans,11,104,2,San Antonio Spurs,90
6752,,,,,,,,,,,,,,,,,,,400828069.0,Luke Babbitt,New Orleans Pelicans,400828069,3,9,2015-11-20,New Orleans Pelicans,11,104,2,San Antonio Spurs,90
6753,,,,,,,,,,,,,,,,,,,400828069.0,Norris Cole,New Orleans Pelicans,400828069,3,9,2015-11-20,New Orleans Pelicans,11,104,2,San Antonio Spurs,90
6754,1.0,2.0,0.0,1.0,3.0,61.75,10.0,18.0,12.0,15.0,12.0,44.0,1.0,4.0,36.0,11.0,2.0,2.0,400828130.0,Anthony Davis,New Orleans Pelicans,400828130,13,4,2015-11-28,Utah Jazz,7,101,8,New Orleans Pelicans,87
6755,8.0,1.0,0.0,2.0,0.0,17.0,2.0,5.0,4.0,0.0,0.0,26.0,0.0,3.0,8.0,2.0,2.0,1.0,400828130.0,Alonzo Gee,New Orleans Pelicans,400828130,13,4,2015-11-28,Utah Jazz,7,101,8,New Orleans Pelicans,87
6756,-16.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,2.0,0.0,1.0,400828130.0,Omer Asik,New Orleans Pelicans,400828130,13,4,2015-11-28,Utah Jazz,7,101,8,New Orleans Pelicans,87
6757,-6.0,1.0,0.0,2.0,0.0,5.5,2.0,4.0,0.0,2.0,2.0,14.0,0.0,1.0,2.0,2.0,0.0,4.0,400828130.0,Jrue Holiday,New Orleans Pelicans,400828130,13,4,2015-11-28,Utah Jazz,7,101,8,New Orleans Pelicans,87
6758,-8.0,3.0,1.0,1.0,0.0,7.0,0.0,9.0,1.0,2.0,1.0,32.0,0.0,1.0,4.0,0.0,1.0,2.0,400828130.0,Eric Gordon,New Orleans Pelicans,400828130,13,4,2015-11-28,Utah Jazz,7,101,8,New Orleans Pelicans,87
6759,1.0,4.0,1.0,5.0,1.0,22.5,2.0,7.0,1.0,6.0,6.0,38.0,0.0,2.0,9.0,2.0,1.0,2.0,400828130.0,Ryan Anderson,New Orleans Pelicans,400828130,13,4,2015-11-28,Utah Jazz,7,101,8,New Orleans Pelicans,87
6760,-23.0,1.0,1.0,0.0,0.0,15.0,7.0,3.0,2.0,0.0,0.0,20.0,1.0,3.0,5.0,8.0,0.0,1.0,400828130.0,Dante Cunningham,New Orleans Pelicans,400828130,13,4,2015-11-28,Utah Jazz,7,101,8,New Orleans Pelicans,87
6761,-9.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,4.0,0.0,1.0,2.0,0.0,0.0,0.0,400828130.0,Alexis Ajinca,New Orleans Pelicans,400828130,13,4,2015-11-28,Utah Jazz,7,101,8,New Orleans Pelicans,87
6762,-12.0,2.0,0.0,6.0,0.0,32.5,5.0,14.0,5.0,5.0,3.0,37.0,1.0,1.0,13.0,6.0,2.0,2.0,400828130.0,Ish Smith,New Orleans Pelicans,400828130,13,4,2015-11-28,Utah Jazz,7,101,8,New Orleans Pelicans,87
6763,-6.0,3.0,2.0,2.0,0.0,14.0,1.0,4.0,3.0,0.0,0.0,16.0,1.0,3.0,8.0,2.0,0.0,1.0,400828130.0,Toney Douglas,New Orleans Pelicans,400828130,13,4,2015-11-28,Utah Jazz,7,101,8,New Orleans Pelicans,87
6764,,,,,,,,,,,,,,,,,,,400828130.0,Luke Babbitt,New Orleans Pelicans,400828130,13,4,2015-11-28,Utah Jazz,7,101,8,New Orleans Pelicans,87
6765,,,,,,,,,,,,,,,,,,,400828130.0,Norris Cole,New Orleans Pelicans,400828130,13,4,2015-11-28,Utah Jazz,7,101,8,New Orleans Pelicans,87
6766,,,,,,,,,,,,,,,,,,,400828130.0,Tyreke Evans,New Orleans Pelicans,400828130,13,4,2015-11-28,Utah Jazz,7,101,8,New Orleans Pelicans,87
6767,21.0,0.0,0.0,3.0,3.0,46.75,11.0,8.0,5.0,3.0,3.0,38.0,4.0,2.0,13.0,15.0,2.0,2.0,400828130.0,Trevor Booker,Utah Jazz,400828130,13,4,2015-11-28,Utah Jazz,7,101,8,New Orleans Pelicans,87
6768,15.0,3.0,1.0,2.0,0.0,24.25,1.0,15.0,6.0,5.0,4.0,36.0,0.0,0.0,17.0,1.0,2.0,3.0,400828130.0,Gordon Hayward,Utah Jazz,400828130,13,4,2015-11-28,Utah Jazz,7,101,8,New Orleans Pelicans,87
6769,12.0,0.0,0.0,0.0,4.0,36.0,12.0,5.0,3.0,5.0,3.0,32.0,2.0,4.0,9.0,14.0,1.0,1.0,400828130.0,Rudy Gobert,Utah Jazz,400828130,13,4,2015-11-28,Utah Jazz,7,101,8,New Orleans Pelicans,87
6770,2.0,1.0,0.0,3.0,0.0,14.5,2.0,6.0,2.0,0.0,0.0,18.0,0.0,3.0,4.0,2.0,2.0,1.0,400828130.0,Raul Neto,Utah Jazz,400828130,13,4,2015-11-28,Utah Jazz,7,101,8,New Orleans Pelicans,87
6771,4.0,5.0,2.0,4.0,0.0,29.0,1.0,15.0,5.0,4.0,4.0,34.0,1.0,3.0,16.0,2.0,2.0,1.0,400828130.0,Rodney Hood,Utah Jazz,400828130,13,4,2015-11-28,Utah Jazz,7,101,8,New Orleans Pelicans,87
